Entre_isFemale,isEntre,isQ&A_v2,Duration (secs),Age,Ethnicity==Black,Industry==Children / Education,Industry==Fashion / Beauty,Industry==Fitness / Sports / Outdoors,Industry==Food and Beverage,Industry==Health / Wellness / Cleaning,Industry==Lifestyle / Home,Industry==Software / Tech,Industry==Pet Products,Revenue_Model==Production/Transactional model,Revenue_Model==Subscription model,Revenue_Model==Rental or leasing model,Retail_Ecommerce==Retail,Retail_Ecommerce==Online,Has_Patent==YES,Has_Patent==IN-PROGRESS,Num_of_Presenters,Has_Debt,Seasonal,Num_of_Sales_Last_Year_USD_resc,VOICE_pitch,VOICE_articulation_rate,VOICE_neutral,VOICE_calm,VOICE_happy,VOICE_sad,VOICE_angry,FACE_smiling,FACE_happy,FACE_neutral,FACE_sad,FACE_angry,TEXT_financial_sentiment_score,TEXT_generic_sentiment_score,TEXT_joy,TEXT_sadness,TEXT_anger,TEXT_trust,TEXT_conflict,TEXT_social_support,TEXT_similarity,TEXT_respect,TEXT_knowledge,TEXT_power,TEXT_fun,TEXT_identity,TEXT_romance,TEXT_lexical_diversity_mtld,TEXT_lexical_sophistication_word_frequency,TEXT_num_uncertainty_words_lexicon1,INVES_isEntre,INVES_isQ&A_v2,INVES_Duration (secs),INVES_Age,INVES_Ethnicity==Black,INVES_Industry==Children / Education,INVES_Industry==Fashion / Beauty,INVES_Industry==Fitness / Sports / Outdoors,INVES_Industry==Food and Beverage,INVES_Industry==Health / Wellness / Cleaning,INVES_Industry==Lifestyle / Home,INVES_Industry==Software / Tech,INVES_Industry==Pet Products,INVES_Revenue_Model==Production/Transactional model,INVES_Revenue_Model==Subscription model,INVES_Revenue_Model==Rental or leasing model,INVES_Retail_Ecommerce==Retail,INVES_Retail_Ecommerce==Online,INVES_Has_Patent==YES,INVES_Has_Patent==IN-PROGRESS,INVES_Num_of_Presenters,INVES_Has_Debt,INVES_Seasonal,INVES_Num_of_Sales_Last_Year_USD_resc,INVES_VOICE_pitch,INVES_VOICE_articulation_rate,INVES_VOICE_neutral,INVES_VOICE_calm,INVES_VOICE_happy,INVES_VOICE_sad,INVES_VOICE_angry,INVES_FACE_smiling,INVES_FACE_happy,INVES_FACE_neutral,INVES_FACE_sad,INVES_FACE_angry,INVES_TEXT_financial_sentiment_score,INVES_TEXT_generic_sentiment_score,INVES_TEXT_joy,INVES_TEXT_sadness,INVES_TEXT_anger,INVES_TEXT_trust,INVES_TEXT_conflict,INVES_TEXT_social_support,INVES_TEXT_similarity,INVES_TEXT_respect,INVES_TEXT_knowledge,INVES_TEXT_power,INVES_TEXT_fun,INVES_TEXT_identity,INVES_TEXT_romance,INVES_TEXT_lexical_diversity_mtld,INVES_TEXT_lexical_sophistication_word_frequency,INVES_TEXT_num_uncertainty_words_lexicon1,node_score_entre,index_node_entre,relative_pos_node_entre,node_score_inves,index_node_inves,relative_pos_node_inves,DV
1,1.0,1.0,0.009756097570061684,0.2982456088066101,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17976340651512146,0.599829912185669,1.9999999949504854e-06,0.9995660185813904,0.00043200000072829425,9.999999974752427e-07,0.0,0.00011000000085914508,0.000170035709743388,0.00017000628577079624,0.003670253325253725,0.0007050000131130219,0.5291814208030701,0.5165259838104248,0.3506355881690979,0.0111868130043149,0.5916835069656372,0.0006025911425240338,0.23867595195770264,0.14772726595401764,0.0,0.023925384506583214,0.8406031727790833,0.9829863905906677,0.00010002000635722652,0.18770064413547516,0.9972994327545166,0.0,0.33396172523498535,0.0,0.0,1.0,0.20975609123706818,0.2982456088066101,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26851823925971985,0.5426565408706665,0.00030300000798888505,0.005419000051915646,0.9404289722442627,2.5999999706982635e-05,0.05382300168275833,0.14503204822540283,0.12416402995586395,0.052838485687971115,0.039244137704372406,0.15823081135749817,0.5572060942649841,0.7933865785598755,0.7996106743812561,0.009501215070486069,0.1592392772436142,0.0003012955712620169,0.0038942405954003334,0.013636363670229912,0.0,0.0022303324658423662,0.9894747734069824,0.9948959350585938,0.0,0.0006019261782057583,0.00010002000635722652,0.7669607400894165,0.22783543169498444,0.5,0.7317390441894531,25,76.47058823529412,0.9044618010520935,31,94.11764705882354,1
1,1.0,0.0,0.12682926654815674,0.5789473652839661,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04929577559232712,0.3179859519004822,0.5436512231826782,9.999999974752427e-07,0.9693130254745483,0.030665000900626183,0.0,2.099999983329326e-05,0.593107283115387,0.00047919154167175293,0.0674588605761528,0.008596956729888916,0.4406227171421051,0.5822597742080688,0.6083099246025085,0.7859029769897461,0.012288469821214676,0.13831624388694763,0.0003012955712620169,0.011785201728343964,0.02179752103984356,0.0,0.004156528972089291,0.9907904267311096,0.00030024017905816436,0.00010002000635722652,0.0006019261782057583,0.00010002000635722652,0.8634169697761536,0.16515323519706726,0.0,0.0,1.0,0.0731707289814949,0.5789473652839661,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04929577559232712,0.08528674393892288,0.49818360805511475,0.0,1.0,0.0,0.0,0.0,0.0761478915810585,0.04498892277479172,0.0403151772916317,0.0006832050275988877,0.0830584242939949,0.5116356611251831,0.7287440299987793,0.6384397149085999,0.038998398929834366,0.2352609485387802,0.00010043185466201976,0.002459520474076271,0.008471074514091015,0.0,0.0010137874633073807,0.957089364528656,0.46547237038612366,0.0,0.00020064205455128103,0.0,0.8679037690162659,0.1869441270828247,0.0,0.07823468744754791,0,2.5641025641025643,0.9096179008483887,13,35.8974358974359,1
1,1.0,0.0,0.014634146355092525,0.4736842215061188,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4224454164505005,0.46188443899154663,0.0,0.9433029890060425,0.02361699938774109,0.0,0.03307899832725525,0.08910000324249268,0.024885226041078568,0.0011600429425016046,0.0011600800789892673,0.08963000029325485,0.5734265446662903,0.9992267489433289,0.5668722987174988,0.01285469438880682,0.3547667860984802,0.9632419347763062,0.2265833169221878,0.25464877486228943,0.00030012003844603896,0.12195863574743271,0.7552879452705383,0.913931131362915,0.479995995759964,0.06500802934169769,0.00010002000635722652,0.0,0.16697590053081512,0.0,0.0,1.0,0.009756097570061684,0.4736842215061188,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12704181671142578,0.546058714389801,0.0,0.9914630055427551,0.005979999899864197,0.0025569999124854803,0.0,0.22356000542640686,0.00021004410518798977,0.035551317036151886,5.000345117878169e-05,0.11553999781608582,0.3092748820781708,0.4390934705734253,0.8047205805778503,0.01711704023182392,0.1385948210954666,0.14271366596221924,0.7241237759590149,0.27293387055397034,0.00010004001524066553,0.23225872218608856,0.33184900879859924,0.0019015212310478091,0.020804161205887794,0.255918949842453,0.002500500064343214,0.0,0.23900793492794037,0.0,0.9549281001091003,6,25.925925925925927,0.9402238130569458,16,62.96296296296296,0
1,1.0,1.0,0.014634146355092525,0.5614035129547119,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31674525141716003,0.44504669308662415,1.9999999949504854e-06,0.9973909854888916,6.800000119255856e-05,1.9999999949504854e-06,0.00253800000064075,0.8477622270584106,0.00037563443765975535,0.1001870408654213,0.0003466905909590423,0.40489333868026733,0.42860254645347595,0.3683180809020996,0.9630280137062073,0.01528741791844368,0.014749032445251942,0.0007030229899100959,0.1737036257982254,0.7430785298347473,0.00010004001524066553,0.8332319259643555,0.06790810823440552,0.00040032024844549596,0.00010002000635722652,0.0020064206328243017,0.00010002000635722652,0.0,0.26358821988105774,0.0,0.0,1.0,0.014634146355092525,0.5614035129547119,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38400664925575256,0.49704474210739136,0.0,4.5000000682193786e-05,0.8207560181617737,9.999999974752427e-07,0.1791979968547821,0.029612500220537186,0.00111523421946913,0.0012375457445159554,0.0016676150262355804,0.0101500004529953,0.4981885552406311,0.9950801730155945,0.5512974858283997,0.029417825862765312,0.2751629948616028,0.0007030229899100959,0.05236728861927986,0.8473140597343445,0.0,0.19849959015846252,0.004655399359762669,0.15022017061710358,0.00010002000635722652,0.0010032103164121509,0.8274654746055603,0.0,0.11695780605077744,0.0,0.06441371142864227,19,44.44444444444444,0.911215603351593,35,80.0,1
1,1.0,0.0,0.2926829159259796,0.4385964870452881,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01267605647444725,0.4570125639438629,0.529667854309082,1.8999999156221747e-05,0.002492000116035342,0.9496430158615112,0.0053079999051988125,0.04253700003027916,3.9999998989515007e-05,0.005861230660229921,0.00017000628577079624,0.00017001172818709165,0.00016999999934341758,0.4953272342681885,0.6820719838142395,0.7779249548912048,0.010469412431120872,0.15093255043029785,0.00040172741864807904,0.0058413608931005,0.04152892529964447,0.0,0.007603406440466642,0.9851229786872864,0.0010008006356656551,0.00010002000635722652,0.0008025682182051241,0.00010002000635722652,0.8256613612174988,0.1953134387731552,0.1666666716337204,0.0,1.0,0.04878048598766327,0.4385964870452881,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01267605647444725,0.12218575924634933,0.578047513961792,9.999999974752427e-07,0.9999399781227112,7.999999979801942e-06,4.8000001697801054e-05,3.999999989900971e-06,0.031005000695586205,0.022361362352967262,0.00142505276016891,0.15011869370937347,0.017626667395234108,0.2889377474784851,0.5131863951683044,0.4436914920806885,0.010584285482764244,0.5175367593765259,0.0006025911425240338,0.21326091885566711,0.20867767930030823,0.0,0.03781427443027496,0.9347231984138489,0.0030024019069969654,0.9365873336791992,0.0016051364364102483,0.00010002000635722652,0.0,0.16773995757102966,0.0,0.8790882229804993,0,1.639344262295082,0.9141170382499695,56,93.44262295081967,1
1,1.0,0.0,0.4731707274913788,0.35087719559669495,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012676056940108538,0.26054486632347107,0.6218861937522888,1.4000000192027073e-05,2.099999983329326e-05,0.7321580052375793,9.000000318337698e-06,0.2677989900112152,0.0629059225320816,0.0002785770338959992,0.02150227688252926,0.07087451964616776,0.056025926023721695,0.5012121796607971,0.7211431860923767,0.6931432485580444,0.06132952496409416,0.20691423118114471,0.0007030229899100959,0.01567944325506687,0.03667355328798294,0.0,0.008313057944178581,0.9873494505882263,0.0014011209132149816,0.00010002000635722652,0.0012038523564115167,0.00010002000635722652,0.84176105260849,0.20688261091709137,0.8333333134651184,0.0,1.0,0.17560975253582,0.35087719559669495,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012676056940108538,0.10898490250110626,0.5936022400856018,0.02637699991464615,0.9313660264015198,0.02400200068950653,0.01732099987566471,0.0009340000106021762,0.05289560928940773,0.12674564123153687,0.029714513570070267,0.004146871622651815,0.053647805005311966,0.46999403834342957,0.45685020089149475,0.6294508576393127,0.03221222013235092,0.3039540946483612,0.00010043185466201976,0.9085878133773804,0.0066115702502429485,0.0,0.0009124087519012392,0.9969638586044312,0.00020016012422274798,0.0,0.00010032102727564052,0.0,0.7833839058876038,0.22786404192447662,0.1666666716337204,0.9560131430625916,0,5.0,0.9404538869857788,11,60.0,0
1,1.0,0.0,0.039024390280246735,0.5619701743125916,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.0,0.014084506779909134,0.4639591872692108,0.4470505118370056,0.0,0.9985499978065491,9.999999974752427e-07,0.0014009999576956034,4.8999998398358e-05,0.42292624711990356,0.0003413216909393668,0.0030126115307211876,0.07069987803697586,0.6231325268745422,0.5087941884994507,0.8508604168891907,0.8001350164413452,0.024209441617131233,0.10727714002132416,0.00010043185466201976,0.01199016161262989,0.3865702450275421,0.0,0.004562043584883213,0.33842727541923523,0.00030024017905816436,0.0,0.00010032102727564052,0.9965993165969849,0.0,0.1588156670331955,0.0,0.0,1.0,0.0731707289814949,0.5619701743125916,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.0,0.014084506779909134,0.12918561697006226,0.6254180669784546,0.0,0.9661719799041748,0.027950000017881393,0.005878000054508448,0.0,0.4369066655635834,0.0010024327784776688,0.0009933700785040855,0.0025546206161379814,0.46109554171562195,0.5462045669555664,0.5195437073707581,0.9376184344291687,0.005182703956961632,0.04616058990359306,0.0,0.001742160296998918,0.7353305816650391,0.0,0.0031427412759512663,0.9979758858680725,0.9960968494415283,0.0,0.00010032102727564052,0.0,0.7991904020309448,0.1806061714887619,0.1666666716337204,0.6923321485519409,4,6.329113924050633,0.892733633518219,45,58.22784810126582,1
1,1.0,1.0,0.004878048785030842,0.4736842215061188,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.4084506801737007e-05,0.28952351212501526,0.5687780976295471,7.999999979801942e-06,0.029324999079108238,0.9699320197105408,1.2999999853491317e-05,0.0007229999755509198,0.0004900000058114529,0.00014002941315993667,5.000185046810657e-05,5.000345117878169e-05,9.000000136438757e-05,0.49849629402160645,0.9992539882659912,0.13168451189994812,0.01209309883415699,0.8198356032371521,0.47142714262008667,0.46761631965637207,0.45041322708129883,0.3808523416519165,0.44545823335647583,0.5739297866821289,0.6506205201148987,0.5461091995239258,0.4816412627696991,0.40538108348846436,0.0,0.002956401091068983,0.0,0.0,1.0,0.004878048785030842,0.4736842215061188,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.4084506801737007e-05,0.2321488857269287,0.6552733182907104,2.2000000171829015e-05,0.004858999978750944,0.9751729965209961,0.01942400075495243,0.0005230000242590904,0.0003600000054575503,2.5005250790854916e-05,2.5000925234053284e-05,7.500517676817253e-05,4.999999873689376e-05,0.364366352558136,0.4999846816062927,0.4235936403274536,0.01589558646082878,0.533452033996582,0.739178478717804,0.6346587538719177,0.25206610560417175,0.026310523971915245,0.2857866883277893,0.09553688764572144,0.006004803813993931,0.01990398019552231,0.40800562500953674,0.0033006600569933653,0.0,0.216850146651268,0.0,0.9557877779006958,16,54.83870967741935,0.9671662449836731,8,29.032258064516128,0
1,1.0,0.0,0.15609756112098694,0.31578946113586426,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0007746478659100831,0.2984042167663574,0.6124293804168701,0.025028999894857407,0.0030070000793784857,0.9008560180664062,0.05366399884223938,0.017443999648094177,0.3351935148239136,0.0020792600698769093,0.032601796090602875,0.0014918677043169737,0.26684823632240295,0.5777776837348938,0.7315313220024109,0.6197437047958374,0.2054775208234787,0.15168294310569763,0.00010043185466201976,0.010657921433448792,0.24225206673145294,0.0,0.004663422703742981,0.9942313432693481,0.01771417073905468,0.0,0.00030096308910287917,0.0,0.836595892906189,0.19261503219604492,0.0,0.0,1.0,0.014634146355092525,0.31578946113586426,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0007746478659100831,0.12653006613254547,0.4708799421787262,4.999999873689376e-06,0.5399289727210999,0.4598349928855896,1.2999999853491317e-05,0.00021800000104121864,0.3359200060367584,0.014259661547839642,0.0008633652469143271,0.02322160266339779,0.3328966796398163,0.25622934103012085,0.45072323083877563,0.007860811427235603,0.9791610240936279,0.011082344688475132,0.00040172741864807904,0.7803853154182434,0.11663223057985306,0.00010004001524066553,0.04653284698724747,0.09715615957975388,0.00030024017905816436,0.0,0.008527287282049656,0.0,0.0,0.1707337498664856,0.0,0.9090543389320374,0,3.4482758620689653,0.8865966796875,3,13.793103448275861,0
1,1.0,1.0,0.014634146355092525,0.6315789222717285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3780146539211273,0.5651741623878479,0.0,0.0,0.0001049999991664663,0.0,0.9998949766159058,0.024717500433325768,0.0014202982420101762,0.000380014069378376,0.0008875612402334809,0.18585249781608582,0.7700051069259644,0.9997528195381165,0.9954046010971069,0.0016721891006454825,0.001229874324053526,0.9329115152359009,0.024287763983011246,0.4004132151603699,0.007703081239014864,0.32309406995773315,0.8339236974716187,0.00020016012422274798,0.00020004001271445304,0.9900681972503662,0.0,0.0,0.23189571499824524,0.0,0.0,1.0,0.004878048785030842,0.6315789222717285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11085527390241623,0.47507497668266296,0.0,0.8888769745826721,0.11044199764728546,0.0006810000049881637,0.0,0.0005000000237487257,0.8433971405029297,0.0003000111028086394,0.0005900406977161765,0.0007900000200606883,0.3038267493247986,0.11533219367265701,0.4091280698776245,0.003850371576845646,0.4929560720920563,0.0034146830439567566,0.5538020133972168,0.20000000298023224,0.0011004401603713632,0.07126925885677338,0.4844651222229004,0.01651320978999138,0.005301060155034065,0.25912922620773315,0.011602320708334446,0.0,0.24106992781162262,0.0,0.936765730381012,19,86.95652173913044,0.967150092124939,15,69.56521739130434,0
